inventory_id,product_id,warehouse_id,snapshot_date,quantity_on_hand,reorder_level,is_below_reorder
INV-P0279-WH-CENTRAL-20230625,P0279,WH-CENTRAL,2023-06-25,704,97,False
INV-P0245-WH-WEST-20220928,P0245,WH-WEST,2022-09-28,519,106,False
INV-P0238-WH-EAST-20220730,P0238,WH-EAST,2022-07-30,257,49,False
INV-P0055-WH-NORTH-20220630,P0055,WH-NORTH,2022-06-30,727,65,False
INV-P0351-WH-SOUTH-20230526,P0351,WH-SOUTH,2023-05-26,591,139,False
INV-P0419-WH-CENTRAL-20220829,P0419,WH-CENTRAL,2022-08-29,650,90,False
INV-P0199-WH-EAST-20220829,P0199,WH-EAST,2022-08-29,767,142,False
INV-P0095-WH-SOUTH-20231222,P0095,WH-SOUTH,2023-12-22,1774,74,False
INV-P0223-WH-SOUTH-20230426,P0223,WH-SOUTH,2023-04-26,1213,132,False
INV-P0091-WH-NORTH-20230824,P0091,WH-NORTH,2023-08-24,422,141,False
INV-P0378-WH-NORTH-20220131,P0378,WH-NORTH,2022-01-31,802,80,False
INV-P0007-WH-EAST-20220302,P0007,WH-EAST,2022-03-02,489,26,False
INV-P0202-WH-EAST-20230625,P0202,WH-EAST,2023-06-25,346,57,False
INV-P0449-WH-WEST-20220630,P0449,WH-WEST,2022-06-30,566,88,False
INV-P0182-WH-WEST-20221028,P0182,WH-WEST,2022-10-28,527,60,False
INV-P0376-WH-EAST-20220401,P0376,WH-EAST,2022-04-01,729,115,False
INV-P0187-WH-WEST-20231023,P0187,WH-WEST,2023-10-23,467,87,False
INV-P0314-WH-EAST-20230426,P0314,WH-EAST,2023-04-26,871,137,False
INV-P0190-WH-NORTH-20220730,P0190,WH-NORTH,2022-07-30,746,20,False
INV-P0306-WH-NORTH-20221127,P0306,WH-NORTH,2022-11-27,752,55,False
INV-P0370-WH-CENTRAL-20221227,P0370,WH-CENTRAL,2022-12-27,1184,75,False
INV-P0441-WH-SOUTH-20230426,P0441,WH-SOUTH,2023-04-26,883,79,False
INV-P0446-WH-CENTRAL-20231222,P0446,WH-CENTRAL,2023-12-22,1077,39,False
INV-P0443-WH-CENTRAL-20220630,P0443,WH-CENTRAL,2022-06-30,548,67,False
INV-P0338-WH-EAST-20230426,P0338,WH-EAST,2023-04-26,861,39,False
INV-P0074-WH-CENTRAL-20220928,P0074,WH-CENTRAL,2022-09-28,948,127,False
INV-P0436-WH-EAST-20220531,P0436,WH-EAST,2022-05-31,400,20,False
INV-P0458-WH-CENTRAL-20230225,P0458,WH-CENTRAL,2023-02-25,1246,62,False
INV-P0257-WH-SOUTH-20231122,P0257,WH-SOUTH,2023-11-22,148,26,False
INV-P0083-WH-NORTH-20230625,P0083,WH-NORTH,2023-06-25,1460,141,False
INV-P0446-WH-CENTRAL-20230725,P0446,WH-CENTRAL,2023-07-25,1066,39,False
INV-P0332-WH-CENTRAL-20230225,P0332,WH-CENTRAL,2023-02-25,870,54,False
INV-P0245-WH-NORTH-20230225,P0245,WH-NORTH,2023-02-25,330,55,False
INV-P0123-WH-NORTH-20230526,P0123,WH-NORTH,2023-05-26,1236,27,False
INV-P0117-WH-CENTRAL-20230725,P0117,WH-CENTRAL,2023-07-25,366,32,False
INV-P0314-WH-NORTH-20220131,P0314,WH-NORTH,2022-01-31,130,105,False
INV-P0228-WH-CENTRAL-20221227,P0228,WH-CENTRAL,2022-12-27,137,55,False
INV-P0314-WH-WEST-20220131,P0314,WH-WEST,2022-01-31,336,29,False
INV-P0047-WH-WEST-20230426,P0047,WH-WEST,2023-04-26,540,103,False
INV-P0082-WH-WEST-20230625,P0082,WH-WEST,2023-06-25,1044,105,False
INV-P0432-WH-NORTH-20220401,P0432,WH-NORTH,2022-04-01,311,81,False
INV-P0409-WH-WEST-20230426,P0409,WH-WEST,2023-04-26,524,89,False
INV-P0098-WH-WEST-20230225,P0098,WH-WEST,2023-02-25,1402,32,False
INV-P0470-WH-SOUTH-20231023,P0470,WH-SOUTH,2023-10-23,1455,91,False
INV-P0147-WH-EAST-20220401,P0147,WH-EAST,2022-04-01,951,121,False
INV-P0083-WH-CENTRAL-20230923,P0083,WH-CENTRAL,2023-09-23,576,125,False
INV-P0322-WH-NORTH-20220131,P0322,WH-NORTH,2022-01-31,1062,25,False
INV-P0283-WH-WEST-20220501,P0283,WH-WEST,2022-05-01,296,138,False
INV-P0280-WH-CENTRAL-20230923,P0280,WH-CENTRAL,2023-09-23,1040,130,False
INV-P0327-WH-CENTRAL-20230625,P0327,WH-CENTRAL,2023-06-25,417,108,False
INV-P0034-WH-CENTRAL-20230625,P0034,WH-CENTRAL,2023-06-25,884,94,False
INV-P0461-WH-CENTRAL-20231222,P0461,WH-CENTRAL,2023-12-22,532,100,False
INV-P0189-WH-CENTRAL-20220928,P0189,WH-CENTRAL,2022-09-28,994,38,False
INV-P0308-WH-WEST-20230426,P0308,WH-WEST,2023-04-26,858,142,False
INV-P0226-WH-CENTRAL-20230426,P0226,WH-CENTRAL,2023-04-26,442,46,False
INV-P0079-WH-WEST-20220501,P0079,WH-WEST,2022-05-01,637,134,False
INV-P0191-WH-CENTRAL-20220101,P0191,WH-CENTRAL,2022-01-01,421,29,False
INV-P0391-WH-CENTRAL-20220101,P0391,WH-CENTRAL,2022-01-01,491,72,False
INV-P0091-WH-WEST-20221227,P0091,WH-WEST,2022-12-27,1379,107,False
INV-P0333-WH-SOUTH-20221227,P0333,WH-SOUTH,2022-12-27,814,103,False
INV-P0428-WH-EAST-20220531,P0428,WH-EAST,2022-05-31,1072,118,False
INV-P0329-WH-SOUTH-20230426,P0329,WH-SOUTH,2023-04-26,121,42,False
INV-P0046-WH-NORTH-20221227,P0046,WH-NORTH,2022-12-27,351,29,False
INV-P0115-WH-CENTRAL-20220928,P0115,WH-CENTRAL,2022-09-28,0,57,True
INV-P0056-WH-SOUTH-20230126,P0056,WH-SOUTH,2023-01-26,501,84,False
INV-P0297-WH-SOUTH-20220630,P0297,WH-SOUTH,2022-06-30,559,141,False
INV-P0167-WH-SOUTH-20230327,P0167,WH-SOUTH,2023-03-27,465,26,False
INV-P0095-WH-EAST-20221227,P0095,WH-EAST,2022-12-27,365,60,False
INV-P0013-WH-EAST-20231023,P0013,WH-EAST,2023-10-23,1545,148,False
INV-P0417-WH-EAST-20220302,P0417,WH-EAST,2022-03-02,462,25,False
INV-P0256-WH-SOUTH-20220101,P0256,WH-SOUTH,2022-01-01,338,72,False
INV-P0422-WH-WEST-20231023,P0422,WH-WEST,2023-10-23,806,87,False
INV-P0164-WH-CENTRAL-20231222,P0164,WH-CENTRAL,2023-12-22,1092,42,False
INV-P0192-WH-EAST-20221127,P0192,WH-EAST,2022-11-27,403,55,False
INV-P0053-WH-SOUTH-20231222,P0053,WH-SOUTH,2023-12-22,1315,127,False
INV-P0090-WH-WEST-20221227,P0090,WH-WEST,2022-12-27,1123,135,False
INV-P0176-WH-WEST-20231122,P0176,WH-WEST,2023-11-22,485,22,False
INV-P0381-WH-WEST-20220302,P0381,WH-WEST,2022-03-02,727,79,False
INV-P0336-WH-EAST-20220928,P0336,WH-EAST,2022-09-28,1089,126,False
INV-P0086-WH-NORTH-20230625,P0086,WH-NORTH,2023-06-25,800,144,False
INV-P0350-WH-CENTRAL-20220302,P0350,WH-CENTRAL,2022-03-02,845,28,False
INV-P0225-WH-SOUTH-20220829,P0225,WH-SOUTH,2022-08-29,470,51,False
INV-P0123-WH-SOUTH-20230923,P0123,WH-SOUTH,2023-09-23,416,91,False
INV-P0328-WH-SOUTH-20220101,P0328,WH-SOUTH,2022-01-01,480,22,False
INV-P0446-WH-EAST-20231222,P0446,WH-EAST,2023-12-22,294,50,False
INV-P0242-WH-WEST-20220302,P0242,WH-WEST,2022-03-02,1019,27,False
INV-P0008-WH-WEST-20230526,P0008,WH-WEST,2023-05-26,1250,25,False
INV-P0069-WH-SOUTH-20230327,P0069,WH-SOUTH,2023-03-27,1567,40,False
INV-P0476-WH-CENTRAL-20220928,P0476,WH-CENTRAL,2022-09-28,923,149,False
INV-P0344-WH-EAST-20221127,P0344,WH-EAST,2022-11-27,466,57,False
INV-P0035-WH-WEST-20221227,P0035,WH-WEST,2022-12-27,1277,148,False
INV-P0479-WH-SOUTH-20220401,P0479,WH-SOUTH,2022-04-01,852,144,False
INV-P0127-WH-EAST-20230923,P0127,WH-EAST,2023-09-23,821,118,False
INV-P0007-WH-NORTH-20220630,P0007,WH-NORTH,2022-06-30,573,97,False
INV-P0241-WH-EAST-20230923,P0241,WH-EAST,2023-09-23,1650,49,False
INV-P0024-WH-CENTRAL-20220101,P0024,WH-CENTRAL,2022-01-01,184,23,False
INV-P0043-WH-EAST-20230225,P0043,WH-EAST,2023-02-25,299,21,False
INV-P0383-WH-EAST-20220829,P0383,WH-EAST,2022-08-29,1239,95,False
INV-P0289-WH-SOUTH-20230824,P0289,WH-SOUTH,2023-08-24,1477,75,False
INV-P0424-WH-CENTRAL-20230725,P0424,WH-CENTRAL,2023-07-25,793,80,False
INV-P0371-WH-EAST-20220302,P0371,WH-EAST,2022-03-02,805,43,False
INV-P0176-WH-CENTRAL-20220501,P0176,WH-CENTRAL,2022-05-01,914,61,False
INV-P0296-WH-CENTRAL-20220829,P0296,WH-CENTRAL,2022-08-29,891,88,False
INV-P0241-WH-SOUTH-20230225,P0241,WH-SOUTH,2023-02-25,791,104,False
INV-P0289-WH-NORTH-20220131,P0289,WH-NORTH,2022-01-31,78,40,False
INV-P0136-WH-SOUTH-20220501,P0136,WH-SOUTH,2022-05-01,484,118,False
INV-P0198-WH-NORTH-20220101,P0198,WH-NORTH,2022-01-01,348,133,False
INV-P0383-WH-NORTH-20220501,P0383,WH-NORTH,2022-05-01,500,52,False
INV-P0031-WH-NORTH-20221127,P0031,WH-NORTH,2022-11-27,994,77,False
INV-P0059-WH-NORTH-20230426,P0059,WH-NORTH,2023-04-26,920,81,False
INV-P0397-WH-WEST-20230725,P0397,WH-WEST,2023-07-25,855,106,False
INV-P0423-WH-NORTH-20220531,P0423,WH-NORTH,2022-05-31,361,137,False
INV-P0411-WH-NORTH-20230625,P0411,WH-NORTH,2023-06-25,802,107,False
INV-P0312-WH-WEST-20220131,P0312,WH-WEST,2022-01-31,172,80,False
INV-P0438-WH-NORTH-20220302,P0438,WH-NORTH,2022-03-02,314,29,False
INV-P0215-WH-EAST-20220101,P0215,WH-EAST,2022-01-01,468,86,False
INV-P0474-WH-NORTH-20230725,P0474,WH-NORTH,2023-07-25,342,137,False
INV-P0476-WH-EAST-20230625,P0476,WH-EAST,2023-06-25,958,148,False
INV-P0056-WH-SOUTH-20230824,P0056,WH-SOUTH,2023-08-24,694,84,False
INV-P0233-WH-NORTH-20230327,P0233,WH-NORTH,2023-03-27,815,150,False
INV-P0080-WH-EAST-20220630,P0080,WH-EAST,2022-06-30,460,77,False
INV-P0323-WH-CENTRAL-20220101,P0323,WH-CENTRAL,2022-01-01,537,89,False
INV-P0434-WH-SOUTH-20230327,P0434,WH-SOUTH,2023-03-27,476,91,False
INV-P0131-WH-NORTH-20230225,P0131,WH-NORTH,2023-02-25,455,25,False
INV-P0183-WH-SOUTH-20230327,P0183,WH-SOUTH,2023-03-27,777,24,False
INV-P0321-WH-SOUTH-20220401,P0321,WH-SOUTH,2022-04-01,597,95,False
INV-P0033-WH-SOUTH-20230327,P0033,WH-SOUTH,2023-03-27,1114,131,False
INV-P0264-WH-CENTRAL-20231023,P0264,WH-CENTRAL,2023-10-23,807,91,False
INV-P0240-WH-NORTH-20230625,P0240,WH-NORTH,2023-06-25,465,88,False
INV-P0442-WH-SOUTH-20221028,P0442,WH-SOUTH,2022-10-28,968,89,False
INV-P0179-WH-WEST-20220401,P0179,WH-WEST,2022-04-01,279,42,False
INV-P0475-WH-SOUTH-20220630,P0475,WH-SOUTH,2022-06-30,400,22,False
INV-P0330-WH-NORTH-20230526,P0330,WH-NORTH,2023-05-26,1447,93,False
INV-P0166-WH-CENTRAL-20220401,P0166,WH-CENTRAL,2022-04-01,779,146,False
INV-P0375-WH-CENTRAL-20220531,P0375,WH-CENTRAL,2022-05-31,628,133,False
INV-P0035-WH-WEST-20231122,P0035,WH-WEST,2023-11-22,1601,148,False
INV-P0167-WH-CENTRAL-20230824,P0167,WH-CENTRAL,2023-08-24,960,42,False
INV-P0085-WH-CENTRAL-20220101,P0085,WH-CENTRAL,2022-01-01,149,130,False
INV-P0091-WH-EAST-20221028,P0091,WH-EAST,2022-10-28,1444,61,False
INV-P0333-WH-EAST-20220101,P0333,WH-EAST,2022-01-01,430,91,False
INV-P0438-WH-NORTH-20230923,P0438,WH-NORTH,2023-09-23,808,29,False
INV-P0290-WH-NORTH-20230426,P0290,WH-NORTH,2023-04-26,1021,73,False
INV-P0419-WH-NORTH-20221227,P0419,WH-NORTH,2022-12-27,719,62,False
INV-P0355-WH-SOUTH-20220531,P0355,WH-SOUTH,2022-05-31,23,30,True
INV-P0153-WH-EAST-20230426,P0153,WH-EAST,2023-04-26,627,99,False
INV-P0313-WH-WEST-20230126,P0313,WH-WEST,2023-01-26,874,28,False
INV-P0306-WH-EAST-20231122,P0306,WH-EAST,2023-11-22,1617,40,False
INV-P0254-WH-NORTH-20230426,P0254,WH-NORTH,2023-04-26,448,26,False
INV-P0203-WH-EAST-20230923,P0203,WH-EAST,2023-09-23,463,128,False
INV-P0458-WH-NORTH-20220829,P0458,WH-NORTH,2022-08-29,643,45,False
INV-P0311-WH-CENTRAL-20220928,P0311,WH-CENTRAL,2022-09-28,587,33,False
INV-P0058-WH-WEST-20230824,P0058,WH-WEST,2023-08-24,1447,24,False
INV-P0082-WH-WEST-20230923,P0082,WH-WEST,2023-09-23,912,105,False
INV-P0423-WH-EAST-20220401,P0423,WH-EAST,2022-04-01,1074,63,False
INV-P0281-WH-SOUTH-20231222,P0281,WH-SOUTH,2023-12-22,156,69,False
INV-P0354-WH-WEST-20220829,P0354,WH-WEST,2022-08-29,547,86,False
INV-P0072-WH-EAST-20220101,P0072,WH-EAST,2022-01-01,189,125,False
INV-P0233-WH-CENTRAL-20220401,P0233,WH-CENTRAL,2022-04-01,743,55,False
INV-P0223-WH-CENTRAL-20220131,P0223,WH-CENTRAL,2022-01-31,135,89,False
INV-P0313-WH-NORTH-20230225,P0313,WH-NORTH,2023-02-25,688,83,False
INV-P0215-WH-EAST-20230126,P0215,WH-EAST,2023-01-26,491,86,False
INV-P0069-WH-EAST-20230225,P0069,WH-EAST,2023-02-25,555,122,False
INV-P0251-WH-WEST-20220730,P0251,WH-WEST,2022-07-30,1401,69,False
INV-P0072-WH-EAST-20230426,P0072,WH-EAST,2023-04-26,302,125,False
INV-P0139-WH-CENTRAL-20220501,P0139,WH-CENTRAL,2022-05-01,612,45,False
INV-P0247-WH-EAST-20230126,P0247,WH-EAST,2023-01-26,783,130,False
INV-P0264-WH-NORTH-20230923,P0264,WH-NORTH,2023-09-23,1036,60,False
INV-P0370-WH-EAST-20220630,P0370,WH-EAST,2022-06-30,302,58,False
INV-P0320-WH-SOUTH-20220501,P0320,WH-SOUTH,2022-05-01,701,130,False
INV-P0205-WH-EAST-20221227,P0205,WH-EAST,2022-12-27,575,24,False
INV-P0003-WH-CENTRAL-20220401,P0003,WH-CENTRAL,2022-04-01,686,22,False
INV-P0414-WH-CENTRAL-20220401,P0414,WH-CENTRAL,2022-04-01,377,67,False
INV-P0164-WH-SOUTH-20230625,P0164,WH-SOUTH,2023-06-25,1759,69,False
INV-P0194-WH-EAST-20220928,P0194,WH-EAST,2022-09-28,605,46,False
INV-P0332-WH-EAST-20220829,P0332,WH-EAST,2022-08-29,698,48,False
INV-P0406-WH-NORTH-20230725,P0406,WH-NORTH,2023-07-25,644,72,False
INV-P0318-WH-NORTH-20230327,P0318,WH-NORTH,2023-03-27,1152,122,False
INV-P0152-WH-WEST-20220928,P0152,WH-WEST,2022-09-28,805,147,False
INV-P0407-WH-EAST-20230526,P0407,WH-EAST,2023-05-26,705,146,False
INV-P0016-WH-SOUTH-20220101,P0016,WH-SOUTH,2022-01-01,737,91,False
INV-P0309-WH-EAST-20231222,P0309,WH-EAST,2023-12-22,1054,123,False
INV-P0069-WH-NORTH-20220101,P0069,WH-NORTH,2022-01-01,693,117,False
INV-P0293-WH-CENTRAL-20230327,P0293,WH-CENTRAL,2023-03-27,479,64,False
INV-P0360-WH-SOUTH-20230327,P0360,WH-SOUTH,2023-03-27,1519,69,False
INV-P0373-WH-WEST-20221127,P0373,WH-WEST,2022-11-27,458,57,False
INV-P0080-WH-CENTRAL-20221127,P0080,WH-CENTRAL,2022-11-27,1043,21,False
INV-P0079-WH-CENTRAL-20220131,P0079,WH-CENTRAL,2022-01-31,348,62,False
INV-P0282-WH-NORTH-20220531,P0282,WH-NORTH,2022-05-31,334,103,False
INV-P0367-WH-CENTRAL-20231023,P0367,WH-CENTRAL,2023-10-23,318,81,False
INV-P0274-WH-SOUTH-20221127,P0274,WH-SOUTH,2022-11-27,1116,35,False
INV-P0415-WH-SOUTH-20230126,P0415,WH-SOUTH,2023-01-26,626,129,False
INV-P0263-WH-NORTH-20220730,P0263,WH-NORTH,2022-07-30,1150,37,False
INV-P0350-WH-NORTH-20220630,P0350,WH-NORTH,2022-06-30,295,36,False
INV-P0127-WH-WEST-20221227,P0127,WH-WEST,2022-12-27,1053,111,False
INV-P0242-WH-EAST-20220630,P0242,WH-EAST,2022-06-30,225,110,False
INV-P0339-WH-NORTH-20230126,P0339,WH-NORTH,2023-01-26,970,51,False
INV-P0355-WH-CENTRAL-20220531,P0355,WH-CENTRAL,2022-05-31,816,92,False
INV-P0436-WH-NORTH-20221028,P0436,WH-NORTH,2022-10-28,838,32,False
INV-P0113-WH-CENTRAL-20231222,P0113,WH-CENTRAL,2023-12-22,1406,53,False
INV-P0143-WH-EAST-20230824,P0143,WH-EAST,2023-08-24,693,77,False
INV-P0328-WH-WEST-20231122,P0328,WH-WEST,2023-11-22,646,73,False
INV-P0070-WH-WEST-20230126,P0070,WH-WEST,2023-01-26,563,33,False
INV-P0465-WH-EAST-20230225,P0465,WH-EAST,2023-02-25,677,118,False
INV-P0107-WH-CENTRAL-20230526,P0107,WH-CENTRAL,2023-05-26,366,135,False
INV-P0333-WH-CENTRAL-20230725,P0333,WH-CENTRAL,2023-07-25,1155,46,False
INV-P0164-WH-NORTH-20220829,P0164,WH-NORTH,2022-08-29,534,112,False
INV-P0168-WH-SOUTH-20220401,P0168,WH-SOUTH,2022-04-01,380,100,False
INV-P0185-WH-EAST-20230725,P0185,WH-EAST,2023-07-25,449,76,False
INV-P0126-WH-CENTRAL-20230725,P0126,WH-CENTRAL,2023-07-25,1491,115,False
INV-P0360-WH-EAST-20220501,P0360,WH-EAST,2022-05-01,291,61,False
INV-P0173-WH-WEST-20230126,P0173,WH-WEST,2023-01-26,1359,106,False
INV-P0068-WH-NORTH-20221028,P0068,WH-NORTH,2022-10-28,1300,139,False
INV-P0163-WH-NORTH-20231222,P0163,WH-NORTH,2023-12-22,1249,38,False
INV-P0006-WH-NORTH-20230923,P0006,WH-NORTH,2023-09-23,1084,109,False
INV-P0347-WH-EAST-20220531,P0347,WH-EAST,2022-05-31,955,95,False
INV-P0009-WH-EAST-20220928,P0009,WH-EAST,2022-09-28,1277,122,False
INV-P0439-WH-SOUTH-20230426,P0439,WH-SOUTH,2023-04-26,890,92,False
INV-P0073-WH-SOUTH-20220531,P0073,WH-SOUTH,2022-05-31,802,121,False
INV-P0072-WH-CENTRAL-20230725,P0072,WH-CENTRAL,2023-07-25,498,108,False
INV-P0311-WH-EAST-20220101,P0311,WH-EAST,2022-01-01,249,57,False
INV-P0032-WH-SOUTH-20220630,P0032,WH-SOUTH,2022-06-30,702,111,False
INV-P0464-WH-WEST-20220101,P0464,WH-WEST,2022-01-01,209,25,False
INV-P0407-WH-SOUTH-20220531,P0407,WH-SOUTH,2022-05-31,278,52,False
INV-P0341-WH-CENTRAL-20221127,P0341,WH-CENTRAL,2022-11-27,1219,136,False
INV-P0429-WH-EAST-20221227,P0429,WH-EAST,2022-12-27,1245,58,False
INV-P0131-WH-NORTH-20230426,P0131,WH-NORTH,2023-04-26,597,25,False
INV-P0118-WH-SOUTH-20220401,P0118,WH-SOUTH,2022-04-01,451,90,False
INV-P0159-WH-SOUTH-20220531,P0159,WH-SOUTH,2022-05-31,886,33,False
INV-P0040-WH-CENTRAL-20220531,P0040,WH-CENTRAL,2022-05-31,131,144,True
INV-P0147-WH-SOUTH-20220131,P0147,WH-SOUTH,2022-01-31,912,70,False
INV-P0313-WH-CENTRAL-20230725,P0313,WH-CENTRAL,2023-07-25,721,105,False
INV-P0304-WH-EAST-20231122,P0304,WH-EAST,2023-11-22,1558,120,False
INV-P0157-WH-EAST-20220928,P0157,WH-EAST,2022-09-28,732,75,False
INV-P0034-WH-CENTRAL-20220302,P0034,WH-CENTRAL,2022-03-02,387,94,False
INV-P0217-WH-EAST-20220730,P0217,WH-EAST,2022-07-30,682,43,False
INV-P0353-WH-SOUTH-20231122,P0353,WH-SOUTH,2023-11-22,747,130,False
INV-P0202-WH-SOUTH-20230426,P0202,WH-SOUTH,2023-04-26,1422,100,False
INV-P0085-WH-SOUTH-20230126,P0085,WH-SOUTH,2023-01-26,463,26,False
INV-P0239-WH-WEST-20221127,P0239,WH-WEST,2022-11-27,615,34,False
INV-P0083-WH-SOUTH-20220501,P0083,WH-SOUTH,2022-05-01,792,85,False
INV-P0124-WH-CENTRAL-20231222,P0124,WH-CENTRAL,2023-12-22,1492,29,False
INV-P0292-WH-SOUTH-20231023,P0292,WH-SOUTH,2023-10-23,754,63,False
INV-P0188-WH-CENTRAL-20230923,P0188,WH-CENTRAL,2023-09-23,888,74,False
INV-P0052-WH-CENTRAL-20220928,P0052,WH-CENTRAL,2022-09-28,1102,106,False
INV-P0006-WH-EAST-20220101,P0006,WH-EAST,2022-01-01,783,147,False
INV-P0063-WH-EAST-20220131,P0063,WH-EAST,2022-01-31,962,30,False
INV-P0072-WH-CENTRAL-20230625,P0072,WH-CENTRAL,2023-06-25,473,108,False
INV-P0276-WH-EAST-20220630,P0276,WH-EAST,2022-06-30,818,69,False
INV-P0257-WH-SOUTH-20220531,P0257,WH-SOUTH,2022-05-31,241,26,False
INV-P0463-WH-EAST-20220101,P0463,WH-EAST,2022-01-01,522,24,False
INV-P0460-WH-EAST-20220928,P0460,WH-EAST,2022-09-28,204,43,False
INV-P0369-WH-EAST-20220501,P0369,WH-EAST,2022-05-01,265,46,False
INV-P0401-WH-WEST-20220928,P0401,WH-WEST,2022-09-28,1169,74,False
INV-P0446-WH-SOUTH-20220928,P0446,WH-SOUTH,2022-09-28,448,125,False
INV-P0396-WH-EAST-20230327,P0396,WH-EAST,2023-03-27,1033,139,False
INV-P0327-WH-WEST-20230725,P0327,WH-WEST,2023-07-25,796,85,False
INV-P0204-WH-WEST-20220829,P0204,WH-WEST,2022-08-29,1122,136,False
INV-P0441-WH-NORTH-20230526,P0441,WH-NORTH,2023-05-26,1198,124,False
INV-P0389-WH-NORTH-20231222,P0389,WH-NORTH,2023-12-22,1672,87,False
INV-P0354-WH-WEST-20231222,P0354,WH-WEST,2023-12-22,1226,86,False
INV-P0428-WH-CENTRAL-20221127,P0428,WH-CENTRAL,2022-11-27,552,62,False
INV-P0008-WH-NORTH-20230526,P0008,WH-NORTH,2023-05-26,605,148,False
INV-P0417-WH-CENTRAL-20231222,P0417,WH-CENTRAL,2023-12-22,385,62,False
INV-P0401-WH-SOUTH-20221028,P0401,WH-SOUTH,2022-10-28,152,135,False
INV-P0266-WH-WEST-20230126,P0266,WH-WEST,2023-01-26,287,92,False
INV-P0073-WH-EAST-20230625,P0073,WH-EAST,2023-06-25,1555,121,False
INV-P0032-WH-SOUTH-20230725,P0032,WH-SOUTH,2023-07-25,916,111,False
INV-P0458-WH-CENTRAL-20220829,P0458,WH-CENTRAL,2022-08-29,1113,62,False
INV-P0441-WH-WEST-20220829,P0441,WH-WEST,2022-08-29,0,38,True
INV-P0308-WH-SOUTH-20230824,P0308,WH-SOUTH,2023-08-24,841,105,False
INV-P0392-WH-EAST-20230824,P0392,WH-EAST,2023-08-24,84,129,True
INV-P0364-WH-SOUTH-20231023,P0364,WH-SOUTH,2023-10-23,1429,88,False
INV-P0405-WH-EAST-20220131,P0405,WH-EAST,2022-01-31,170,50,False
INV-P0005-WH-WEST-20230625,P0005,WH-WEST,2023-06-25,874,82,False
INV-P0236-WH-CENTRAL-20220928,P0236,WH-CENTRAL,2022-09-28,860,62,False
INV-P0424-WH-WEST-20220131,P0424,WH-WEST,2022-01-31,708,141,False
INV-P0038-WH-NORTH-20230824,P0038,WH-NORTH,2023-08-24,1073,137,False
INV-P0319-WH-NORTH-20230923,P0319,WH-NORTH,2023-09-23,634,101,False
INV-P0207-WH-EAST-20221028,P0207,WH-EAST,2022-10-28,785,32,False
INV-P0366-WH-NORTH-20220829,P0366,WH-NORTH,2022-08-29,808,101,False
INV-P0291-WH-WEST-20220829,P0291,WH-WEST,2022-08-29,347,107,False
INV-P0208-WH-WEST-20220401,P0208,WH-WEST,2022-04-01,28,111,True
INV-P0056-WH-SOUTH-20230923,P0056,WH-SOUTH,2023-09-23,712,84,False
INV-P0392-WH-WEST-20221028,P0392,WH-WEST,2022-10-28,393,108,False
INV-P0247-WH-CENTRAL-20220501,P0247,WH-CENTRAL,2022-05-01,1191,133,False
INV-P0315-WH-SOUTH-20221028,P0315,WH-SOUTH,2022-10-28,456,137,False
INV-P0250-WH-CENTRAL-20230625,P0250,WH-CENTRAL,2023-06-25,1460,149,False
INV-P0056-WH-CENTRAL-20220131,P0056,WH-CENTRAL,2022-01-31,623,114,False
INV-P0413-WH-SOUTH-20230426,P0413,WH-SOUTH,2023-04-26,1446,47,False
INV-P0479-WH-WEST-20230327,P0479,WH-WEST,2023-03-27,1568,31,False
INV-P0477-WH-CENTRAL-20221028,P0477,WH-CENTRAL,2022-10-28,952,58,False
INV-P0019-WH-NORTH-20230426,P0019,WH-NORTH,2023-04-26,1126,37,False
INV-P0112-WH-SOUTH-20230225,P0112,WH-SOUTH,2023-02-25,381,90,False
INV-P0152-WH-EAST-20220829,P0152,WH-EAST,2022-08-29,356,77,False
INV-P0402-WH-SOUTH-20231222,P0402,WH-SOUTH,2023-12-22,1206,42,False
INV-P0280-WH-WEST-20221227,P0280,WH-WEST,2022-12-27,887,25,False
INV-P0476-WH-NORTH-20220730,P0476,WH-NORTH,2022-07-30,568,127,False
INV-P0429-WH-SOUTH-20231122,P0429,WH-SOUTH,2023-11-22,1198,28,False
INV-P0389-WH-NORTH-20230824,P0389,WH-NORTH,2023-08-24,1480,87,False
INV-P0354-WH-WEST-20220928,P0354,WH-WEST,2022-09-28,635,86,False
INV-P0153-WH-SOUTH-20221028,P0153,WH-SOUTH,2022-10-28,661,135,False
INV-P0368-WH-NORTH-20220730,P0368,WH-NORTH,2022-07-30,845,83,False
INV-P0056-WH-EAST-20220131,P0056,WH-EAST,2022-01-31,201,143,False
INV-P0139-WH-SOUTH-20220401,P0139,WH-SOUTH,2022-04-01,420,41,False
INV-P0404-WH-EAST-20231023,P0404,WH-EAST,2023-10-23,1281,103,False
INV-P0302-WH-WEST-20220101,P0302,WH-WEST,2022-01-01,385,94,False
INV-P0402-WH-WEST-20231023,P0402,WH-WEST,2023-10-23,1061,79,False
INV-P0157-WH-CENTRAL-20230625,P0157,WH-CENTRAL,2023-06-25,1184,62,False
INV-P0478-WH-SOUTH-20221127,P0478,WH-SOUTH,2022-11-27,344,40,False
INV-P0255-WH-EAST-20220829,P0255,WH-EAST,2022-08-29,1093,118,False
INV-P0280-WH-CENTRAL-20221227,P0280,WH-CENTRAL,2022-12-27,1004,130,False
